id,Title,Content,Categories,Tags,YouTube Link,Session Date,Tags List,Video Link
45830,LS 17: Creative Feedback-Live,"



Summary


Another great feedback session—thanks to everyone who submitted images, and if you didn't submit an image, I hope you'll share an image for our next session! 


Deliberate practice together with feedback is the most effective way to improve and grow your story-telling skills!


Questions, comments, or feedback? Please share it below.
",Creative Feedback,,,,[],
45914,Print Lab #02,"



Key Topics Covered:



Paper Selection ApproachWe covered two ways to approach paper selection—paper-centric vs. image-centric. I prefer the image-centric approach, where the paper is chosen based on the feel and message of the image. It’s all about finding the right match for the mood you want to create.


Dmax and Paper TypesDmax is basically a measure of much the black a paper can reproduce. Matte papers have a lower Dmax and work well for softer, more subtle images, while non-matte papers (like Baryta) have a higher Dmax, giving you deeper blacks and more contrast.


Matching Paper to Aesthetic GoalsChoose paper based on the mood and story you want to tell. This can be challenging because it depends on how clear and effective you are about what you are trying to say with an image, and how effective your composition is. But it's the most rewarding part of photography and printing and the focus of the academy. 



Please leave your questions, feedback, and comments below! 
",Print Lab,,,,[],
45915,LS 18: Lightroom Creative Workflow,"




Summary


In this session I share my editing workflow for two images, including my ""composition-first"" approach to editing which for these images centered around the dramatic light in the images. I covered sharpening tools and masking to selectively sharpen details, adding depth and dimension, especially for prints.


There were some great questions including why I rarely show my sharpening process in Lightroom. The simple answer is that I think of sharpening as less of a creative adjustment and more of a technical adjustment, so I tend to skip over them when thinking about the bigger picture of telling a story. However, sharpening is definitely important, so I will make an effort to share that regularly in the future! 


Please share your questions, comments and feedback below!
",Lightroom,,,,[],
45940,LS 19: Lightroom Creative Workflow,"




Summary


In this live session I focused primarily on compositional analysis and editing techniques. I walked through my thought process around developing an ""editing plan"" which lets you become more intentional in your editing decisions and choice of tools in Lightroom. Having a sense of the ""story"" for your image informs everything you do and makes editing more fun in general. 





Please share your questions and feedback below!
",Lightroom,,,,[],
45941,LS 20: Creative Feedback—Live,"





",Creative Feedback,,,,[],
45964,LS 18: Lightroom Creative Workflow-Excerpt,"

https://youtu.be/wwdrOy0fPPY

",Excerpts,,,,[],
45966,Print Lab #02—Excerpt,"

https://youtu.be/HrEEzLrZrrI

",Excerpts,,,,[],
46013,Print Lab #03,"


",Print Lab,,,,[],
46028,LS 21: Mastering Composition—Pattern & Rhythm,"




Academy Session Recap: 


Mastering Composition – Patterns & Rhythm


Hey everyone! Here’s a quick recap of our session on using patterns and rhythm to strengthen your compositions:



Patterns are any repeating element in your composition with


Rhythm is how patterns repeat - regular or irregular, smooth vs punctuated - suggests a ""tempo.""


We explored how patterns create structure, unity, and movement—guiding the viewer’s eye much like rhythm guides a listener in music.


We talked about visual tempo, using repetition and disruption to create a sense of direction and energy in an image.


I showed how I refined a composition of grass reflections, using pattern to simplify and clarify the visual message.


We discussed how the world is full of patterns, and how spotting them—subtle or obvious—can help you create more compelling, story-driven images.


Finally, I encouraged everyone to shoot with curiosity and trust your creative instincts—don’t get stuck editing in the field.



This is a deep and powerful aspect of composition, so where will be many more conversations about patterns and rhythm in future sessions!


Share your questions and feedback below!
",Composition,,,,[],
46032,LS 22: Creative Workflow—Patterns & Rhythm,"




Summary


In this session, I continued our deep dive into the creative use of pattern and rhythm—this time from a post-processing perspective. I demonstrated how I approach editing images in Lightroom where patterns play a central role, and how subtle adjustments in tone, contrast, and color can help clarify or enhance the rhythm of an image. We looked at both explicit patterns (like repeating structures or foliage) and discovered patterns that emerge through intentional framing and composition.


We also had a meaningful conversation at the end about what makes an element distracting in a photograph—and how that often depends on context and intention. I emphasized that not every visual element is inherently good or bad; it's about whether it supports or detracts from the flow and message of the image.


One thing I forgot to mention during the session—but want to offer here—is the use of my LCU framework as a practical tool for evaluating your images, especially when you’re unsure.Ask yourself:



Lead the viewer – Does the composition guide the eye with intention?


Center of interest – Is there a clear visual anchor or focal point?


Unity and harmony – Do all the elements feel cohesive, or is something pulling the viewer away?



This can bring helpful clarity when you're not sure whether something strengthens or weakens the image. It's a reliable way to check your compositional decisions against your creative intent.


Thanks to everyone who showed up and contributed thoughtful questions—it’s these kinds of discussions that make the Academy such a valuable place to learn and grow creatively.
",Lightroom,,,,[],
46034,LS 23: Creative Feedback-Live,"




Summary


Thanks to everyone who joined and submitted images for this session! We reviewed 12 images and covered a range of topics—from using tonal contrast to guide the eye, to when it makes sense to protect highlights over shadows, to finding just the right balance between mood and clarity in editing.


We also talked about:



Creating depth through tonal variation


Unifying color and light in night images


Using composition to simplify and strengthen your message



As always, the LCU framework (Lead, Center, Unity) helped guide our discussions and shape the feedback. It was a great mix of styles, questions, and thoughtful interaction. Looking forward to seeing what you share next time!



",Creative Feedback,,,,[],
46040,Open Studio—Q+A April 2025,"

Watch Here



Summary


Another insightful Q+A session where we discussed:



Using brushes and masks in Lightroom and adjusting with the ""Amount"" slider, plus naming your masks for editing efficiency


Paper talk: Canson Rag Photographique vs Arches 88, the differences and why I recommend Arches 88 all the time.


Installing ICC profiles on Mac OS and Lightroom


Shooting expansive scenes, focus points, and depth of field settings


Balancing simplicity vs. complexity: narrow your field, use motifs/patterns, guide the eye through composition—just as in musical phrasing.



Thanks for all the great questions!
",Open Studio-Q+A,,,,[],
46097,Print Lab #04,"




🖨️ What We Covered:


Canon PRO-1100 Overview


A brief comparison between the PRO-1000 and the newer PRO-1100, with real print examples showing the subtle yet important differences in black density and paper handling. You can read my full review of the Pro-1100 here: 


Resolution Workflow in Lightroom


Why and when to:



Set output resolution manually (300 for Canon, 360 for Epson)


Double the printer’s native resolution (to 600/720) to avoid discarding detail


Let Lightroom handle interpolation rather than the printer driver



Super Resolution in Lightroom


How to use Lightroom’s Enhance > Super Resolution to upscale lower-resolution files when native resolution drops below 180 PPI for your print size.


Color Spaces and Gamut Explained


We used ColorThink Pro to visualize:



LAB and CIE color space structure


ProPhoto RGB vs. sRGB vs. specific paper profiles


How and why colors are compressed from your image to paper



Soft-Proofing Rendering Intents: Perceptual vs. Relative


We examined how Lightroom compresses out-of-gamut colors and when to choose each intent:



Perceptual tends to preserve overall tone relationships


Relative can retain accuracy but sometimes loses depth or contrast



How to soft proof effectively in Lightroom using side-by-side comparison:



Create a virtual copy for each paper


Use clarity selectively for matte papers



Installing Custom Media Types on Canon Printers


We walked through how to:



Enable easy and accurate paper selection when printing from Lightroom


Download and install AM1X files from Canson Infinity


Use Canon’s Media Configuration Tool to add papers directly into the printer driver



Resources






PS - Evaluation Image Discrepancy


During the live session I showed some test prints on my viewing station comparing the two printers where you could see a big difference in colors between the two prints. Here's an image that is much truer to what they actually look like. I think the discrepancy was caused by some light that was bouncing around my studio and affecting the video camera rendering. I'm working on a solution for the future. 



",Print Lab,,,,[],
46115,LS 24: Mastering Composition—Movement & Variation,"




Summary


In this session, we explored how variation and movement give a photograph its energy, flow, and emotional impact. Through a close look at classic images by master photographers—from Bresson and Weston to Cunningham and Adams—we examined how elements like line, tone, pattern, and form guide the viewer’s eye and shape the visual experience.


Thank you to everyone who participated live and shared their perspective on how each image resonated (or didn’t), and where their attention naturally gravitated. This wasn’t about finding a “right” answer, but about understanding how we all experience an image differently—and how that diversity of perception can sharpen our creative instincts.


Whether you attended or plan to watch the replay, I encourage you to pay attention not just to what you see, but how you see. That awareness is a powerful tool for building confidence and expressing your vision with greater clarity. And that’s the real value of studying so many different approaches—each one expands your capacity to see.


Please share any questions or feedback below!
",Composition,,,,[],
46117,LS 25: Creative Feedback—Live,"




Summary


In this session, we reviewed a diverse set of member-submitted images and explored how compositional choices shape visual impact and emotional clarity. 


As always, the goal wasn’t to arrive at a “perfect” image—but to better understand why certain decisions work (or don’t), and how intention can guide your creative process more confidently. Thank you to everyone who submitted work and engaged with the discussion—your openness makes these sessions so valuable for all of us. 😊


Whether you joined live or are watching the replay, I encourage you to reflect on how the feedback applies to your own work. Even a single idea or shift in awareness can deepen your growth as a visual artist.
",Creative Feedback,,,,[],
46119,LS 26: Creative Editing—Dynamics,"




Summary


In this session, I shared two recent images I made while visiting Acadia—both captured on my iPhone 15Pro. While my gear was limited, the creative opportunities weren’t. We talked about how working within constraints can actually sharpen your vision, and how thoughtful editing can elevate an image when you focus on what really matters.


We explored how to evoke a film-like look and also how to remain flexible in terms of compositional decisions. From there, we moved into a broader conversation about how editing shapes the emotional feel of a photo through tone, movement, and balance.


It’s not about fixing what’s wrong—it’s about amplifying what’s meaningful. Even small decisions in Lightroom can completely change the way an image flows and feels.


Editing Highlights from the Session:



Using the Tone Curve to create a soft, film-inspired look


Local adjustments to control where the eye moves (and where it doesn’t)


Letting “tension and release” guide contrast and light placement


Trusting simplicity—knowing when not to add more



Reflection Prompt:


Is there an image you’ve overlooked because it felt too “ordinary” at first? What happens if you revisit it with the goal of drawing out its hidden potential—not with fancy tools, but with clear intention?


Please leave your feedback and questions below! 
",Lightroom,,,,[],
46121,Print Lab #05,"




Summary


In this session, we explored how to export your images for printing with a commercial print lab. I can't speak for others, but I can highly recommend http://whcc.com who I've used many times and will also provide you with test prints for approval before committing to a larger print(s).


We also talked about how to setup your printer and images to print custom notecards. I love and use Moab Artist Cards - https://www.moabpaper.com/artist-cards. Members also mention having good results with Red River Paper.


Key Takeaways:



Only use a third-party lab that others recommend or that provides test prints for approval.


When preparing files for external printing, export in the Adobe98 color space.


Check the native resolution of your file at the size you want to print to be sure it's large enough, and if not, use the Super Resolution feature (now found in the Detail panel) to upsize the file.



Thanks again to everyone who showed up, asked great questions, and shared their experiences. These sessions are as much about process as they are about results.
",Print Lab,,,,[],
46123,LS 27: Creative Feedback—Live,"




Summary


In this session, we worked through a wide range of images submitted by members, each with its own creative intent and challenges. As always, the goal is to better understand what’s working, what might be getting in the way, and how to grow from that process—both as the image maker and as a viewer.


Thanks to everyone who showed up and contributed. These conversations help sharpen our creative instincts, not by seeking consensus, but by staying curious about how images land differently with each of us.


Reminder: You’re always welcome to disagree with my feedback. In fact, that’s part of the learning process :)
",Creative Feedback,,,,[],
46177,LS 28: Working on Projects and Portfolios,"




Summary


In this session, we explore how working on personal projects and building intentional portfolios can deepen your photography, sharpen your vision, and bring more meaning to your creative journey.


Topics include: • Why constraints help, not hinder, creative growth• The different types of projects you can start (place-based, theme-based, gear-based, etc.)• What makes a strong portfolio—and how it evolves over time• Real examples of my own projects and portfolios• How to get started with a project or portfolio today, even if you’re feeling stuck or overwhelmed


Whether you’re trying to develop your voice, focus your efforts, or simply enjoy photography more, this session will give you tools and inspiration to move forward with clarity and intention.


Download the Session Summary PDF 


💬 Want to share your thoughts or ask a follow-up question?Join the discussion here: LS #28: Projects and Portfolios — Forum Thread



",Creativity,,,,[],
46179,LS 29: Lightroom Classic Book Module,"




Working with the Lightroom Book Module


Summary


In this session, I talked about how to use Lightroom Classic’s Book Module to create your own photo books. I shared why I think books are such a meaningful way to bring closure to a project or portfolio, and how the process of laying out a book can deepen your understanding of your own work. Whether you were there live or watching the replay, I think you’ll find some ideas here to reflect on and apply to your own photography.


Key Takeaways



Creating a photo book gives your work a tangible, lasting form—something you can hold, share, and leave behind.


Lightroom’s Book Module makes book-making approachable without needing graphic design skills or extra software.


The process of sequencing images helps clarify your intent and strengthens your visual storytelling.


Captions and thoughtful layouts add context and personality to your images.


Even a short book with 20–30 strong images can be incredibly impactful and motivating.


Using collections and custom sort orders helps streamline the book-building process.


You can experiment with page backgrounds, typefaces, and layouts to make it truly yours.



Action Steps



Create a project collection in Lightroom with 15–30 images (or more) that feel connected.


Add basic captions or titles to your images using the metadata panel—this will save time later in the Book Module.


Open the Book Module and explore layout options—begin with a simple auto-layout, then refine it to suit your vision.



Questions, comments or feedback? Please share them below!
",Lightroom,,,,[],
46181,LS 30: Creative Feedback—Live,"




Summary


In this session, I offered detailed feedback on a wide range of member images—from misty forest scenes to snowy landscapes and intimate abstracts. I focused on how small tonal and compositional adjustments can bring more intention and unity to an image. We explored techniques like using intersected masks for precise local edits, balancing texture and clarity for natural detail, and refining crops to support storytelling.


I also shared thoughts on trusting your intuition as you develop your creative eye, and how progress often comes from consistent, incremental learning—what I call the “compound interest” of growth. As always, the conversation included lots of member questions, shared insights, and thoughtful dialogue around personal vision versus technical execution.


Whether you submitted an image or not, I think you’ll find useful takeaways throughout this session!
",Creative Feedback,,,,[],
46217,Open Studio Q+A / July 2025,"



Summary


In this session, I opened the floor to your questions—everything from printing techniques to Lightroom’s newest tools. Whether you’re curious about gear, editing workflows, or how to make the most of limited photo opportunities while traveling, I think you’ll find some valuable ideas and clarifications here.


Key Takeaways• Print coatings: I shared why I stopped using protective sprays and when they do make sense—especially for frameless display situations.• SSD reliability: My approach to rotating SSDs and why even older drives can be useful with the right backups.• File formats: Clarified what DNGs offer that PSDs or JPEGs don’t, especially for raw editing and critique.• Lightroom updates: Demoed how adaptive presets work and how new denoise/super resolution tools are now non-destructive and simpler.• Travel photography tips: We talked about tools like Google Earth, PhotoPills, and guidebooks to prep for short windows of shooting time on the road.• Editing warm skies: A deep dive into how to balance color temperature adjustments without killing the mood or losing naturalism.



“Use your field experience as your north star when editing—it’s your best guide to making decisions that feel honest and personal.”

",Open Studio-Q+A,,,,[],
46231,LS 31: Lightroom Updates & Workflow,"




Summary


In this session, I walked through some of the most important new features in versions 14.4 and 14.5. I also demonstrated real-world edits on a few recent images to show how these updates can improve speed, control, and creative possibilities—especially around noise reduction, AI-powered tools, and sharpening. Whether you’re just catching the replay or revisiting the techniques, I hope you’ll find a few tools here to help refine your own process.


Key Takeaways



Generative Remove is better than ever Lightroom’s AI removal tool is faster and more accurate now—especially for removing distracting elements or people. You can cycle through variations or regenerate if you’re not happy with the first result.


Custom copy/paste subsets save time You can now create and save subsets of develop settings (like crop only, or basic tone only) for syncing or pasting across multiple images. Great for batch work and consistency.


GPU-accelerated previews improve performance Lightroom now uses your graphics card to speed up image previews when scrolling or zooming—especially helpful when reviewing large folders.


Denoise, Super Resolution, and Raw Details are now non-destructive These features are integrated into the Detail panel with simple checkboxes—no more duplicated files. You can turn them on or off at any time and fine-tune the amount.


New metadata filters for AI tools You can now filter or create Smart Collections for images that used tools like Denoise, Generative Remove, or AI masking. It’s a great way to track your edits and revisit images for printing.


Updated XMP writing behavior If you use sidecar files, Lightroom now delays writing them during intensive tasks to avoid slowing down your editing flow.



Sharpening sliders explained (finally!) I broke down the often-confusing sharpening tools—especially radius and detail—and showed how to visualize and apply them for better prints. (Tip: Use the Option key!)


Questions or feedback? Please share below OR on the Academy Community!
",Lightroom,Lightroom|sharpening|workflow,,,"['Lightroom', 'sharpening', 'workflow']",
46263,LS 32: Creative Feedback—Live,"
Date: Aug 27thTime: 7:30PM EST



Join Session




",Creative Feedback,,,,[],
46267,Print Lab #06,"



Summary


In this Print Lab, I focused on one of my favorite subjects—fine art papers, especially matte papers. We explored how surface, tone, and texture play a role in the way a print feels and communicates your intent. I compared different Canson papers, from smooth surfaces like Rag Photographique to highly textured options like Aquarelle, and showed how each choice influences contrast, detail, and mood. Along the way, I also took time to answer member questions on everything from paper sizes to poster printing.


Key Takeaways



Matte vs. non-matte papers: Matte gives a softer, quieter, more painterly feel, while non-matte papers offer higher Dmax, deeper blacks, and a more photographic look.


Texture matters: Use textured papers when your image is full of detail and surface variation. Stick to smooth papers when you want to preserve soft gradations like skies or water.


Warm vs. cool papers: Differences are subtle—“warm” papers look slightly less bright, while “cool” papers feel more neutral/white. Often only noticeable side by side.


Choosing papers intentionally: The best paper depends on your image and the story you want to tell. Become an “expert in your images,” and the right material choice becomes much clearer.



Q+A Highlights



Joanne asked about paper sizes and calibration:

Use built-in defaults (letter, tabloid, A3+, etc.); custom sizes only when truly needed.


For monitor calibration, choose the native profile of your display (sRGB for standard, AdobeRGB for wide-gamut).




Carl brought up Canon’s Print & Layout plugin: in some cases it corrected overly saturated skies compared to Lightroom, likely due to color management differences.


Steve asked about MacOS updates and printer drivers: updating your OS is fine, but check whether your printer drivers support the latest version before upgrading.


Mildred asked how to tell which side of the paper to print on: lightly dampen your fingers and pinch—the sticky side is the coated, printable side.


Tamra asked about offering posters: for affordable fine art posters, I suggested lighter-weight papers like Canson Rag Photographique (210 gsm). They provide a fine art look without the cost of heavier papers. For larger runs, a local master printer or pro lab like WHCC is a great option.



Download the Canson Matte Paper Matrix



Questions or feedback? Leave them below or share them in the Academy Community! 
",Print Lab,,,,[],
